InvoiceNo,Date,StoreID,ProductID,Category,Quantity,UnitPrice,Discount(%),CostPerUnit,CustomerType,PaymentMode,Day,Gross_Sales,Total_Cost,Total_Sales,Net_Profit,Profit_Margin,DayName
INV1006332,27-10-2025,STR044,PRD0045,Accessories,5,943.36,5,261.10,Returning,Digital,Weekday,4716.80,1305.50,4480.96,3175.41,70.86,Monday
INV1006333,30-03-2025,STR035,PRD0076,Accessories,6,6424.03,20,855.46,Returning,Digital,Weekend,38544.18,5132.76,30835.34,25702.38,83.35,Sunday
INV1006334,14-11-2025,STR013,PRD0029,Clothing,3,3605.91,0,1716.80,New,Card,Weekday,10817.73,5150.40,10817.73,5667.33,52.39,Friday
INV1006335,28-02-2024,STR049,PRD0063,Accessories,3,9253.35,10,1371.34,Returning,Digital,Weekday,27760.05,4114.02,24984.05,20869.93,83.53,Wednesday
INV1006336,18-04-2025,STR040,PRD0108,Shoes,3,6161.50,25,1107.52,New,Digital,Weekday,18484.50,3322.56,13863.38,10540.57,76.03,Friday
INV1006337,24-10-2025,STR029,PRD0057,Accessories,2,4817.38,0,360.40,Returning,Card,Weekday,9634.76,720.80,9634.76,8913.96,92.52,Friday
INV1006338,04-05-2025,STR030,PRD0066,Accessories,3,7584.65,0,1814.01,New,Cash,Weekend,22753.95,5442.03,22753.95,17311.92,76.08,Sunday
INV1006339,28-12-2023,STR046,PRD0036,Clothing,4,3977.84,10,1351.43,Returning,Card,Weekday,15911.36,5405.72,14320.22,8914.40,62.25,Thursday
INV1006340,24-06-2024,STR047,PRD0070,Accessories,3,7541.07,10,600.08,New,Digital,Weekday,22623.21,1800.24,20360.89,18560.55,91.16,Monday
INV1006341,01-05-2024,STR050,PRD0066,Accessories,3,8003.58,5,1747.56,Returning,Card,Weekday,24010.74,5242.68,22810.20,17567.47,77.02,Wednesday
INV1006342,05-10-2025,STR017,PRD0079,Accessories,6,2038.12,20,602.15,Returning,Card,Weekend,12228.72,3612.90,9782.98,6169.88,63.07,Sunday
INV1006343,25-06-2024,STR036,PRD0067,Accessories,4,1039.05,30,635.69,Returning,Digital,Weekday,4156.20,2542.76,2909.34,366.28,12.59,Tuesday
INV1006344,16-05-2024,STR013,PRD0096,Shoes,2,7191.46,0,821.26,Returning,Card,Weekday,14382.92,1642.52,14382.92,12740.40,88.58,Thursday
INV1006345,21-01-2024,STR039,PRD0082,Shoes,4,2954.38,5,548.05,New,Card,Weekend,11817.52,2192.20,11226.64,9034.39,80.47,Sunday
INV1006346,09-10-2024,STR023,PRD0079,Accessories,3,5941.11,0,620.58,Returning,Cash,Weekday,17823.33,1861.74,17823.33,15961.59,89.55,Wednesday
INV1006347,09-05-2024,STR034,PRD0106,Shoes,2,6210.45,5,1351.35,New,Digital,Weekday,12420.90,2702.70,11799.86,9097.11,77.10,Thursday
INV1006348,08-09-2024,STR029,PRD0004,Clothing,2,660.16,0,539.80,Returning,Cash,Weekend,1320.32,1079.60,1320.32,240.72,18.23,Sunday
INV1006349,02-07-2024,STR009,PRD0112,Shoes,1,1889.91,0,577.74,Returning,Digital,Weekday,1889.91,577.74,1889.91,1312.17,69.43,Tuesday
INV1006350,18-01-2025,STR047,PRD0005,Clothing,5,2407.29,0,1753.27,New,Cash,Weekend,12036.45,8766.35,12036.45,3270.10,27.17,Saturday
INV1006351,08-12-2024,STR004,PRD0057,Accessories,5,755.90,5,480.46,Returning,Digital,Weekend,3779.50,2402.30,3590.53,1188.18,33.09,Sunday
INV1006352,08-08-2024,STR047,PRD0017,Clothing,2,4925.03,5,575.96,New,Cash,Weekday,9850.06,1151.92,9357.56,8205.59,87.69,Thursday
INV1006353,11-06-2025,STR042,PRD0099,Shoes,3,1316.62,20,2082.20,Returning,Card,Weekday,3949.86,6246.60,3159.89,-3086.91,-97.69,Wednesday
INV1006354,16-06-2025,STR046,PRD0093,Shoes,2,4201.53,0,1810.74,Returning,Card,Weekday,8403.06,3621.48,8403.06,4781.58,56.90,Monday
INV1006355,01-02-2025,STR006,PRD0047,Accessories,4,5633.60,5,325.58,Returning,Cash,Weekend,22534.40,1302.32,21407.68,20105.31,93.92,Saturday
INV1006356,05-01-2025,STR042,PRD0060,Accessories,1,956.38,0,776.32,Returning,Digital,Weekend,956.38,776.32,956.38,180.06,18.83,Sunday
INV1006357,05-01-2024,STR032,PRD0091,Shoes,4,6448.67,15,343.96,Returning,Digital,Weekday,25794.68,1375.84,21925.48,20549.49,93.72,Friday
INV1006358,28-05-2025,STR003,PRD0104,Shoes,3,1196.54,20,1300.02,Returning,Card,Weekday,3589.62,3900.06,2871.70,-1028.56,-35.82,Wednesday
INV1006359,29-08-2025,STR014,PRD0076,Accessories,3,1098.22,20,729.64,Returning,Digital,Weekday,3294.66,2188.92,2635.73,446.61,16.94,Friday
INV1006360,13-03-2024,STR013,PRD0058,Accessories,4,9858.38,20,1439.92,Returning,Digital,Weekday,39433.52,5759.68,31546.82,25786.94,81.74,Wednesday
INV1006361,12-11-2025,STR010,PRD0051,Accessories,5,6948.47,20,882.90,Returning,Cash,Weekday,34742.35,4414.50,27793.88,23379.18,84.12,Wednesday
INV1006362,14-07-2024,STR015,PRD0050,Accessories,3,1600.05,30,947.19,Returning,Digital,Weekend,4800.15,2841.57,3360.11,518.23,15.42,Sunday
INV1006363,17-04-2025,STR002,PRD0019,Clothing,6,3671.84,30,1638.26,New,Cash,Weekday,22031.04,9829.56,15421.73,5591.87,36.26,Thursday
INV1006364,29-01-2024,STR026,PRD0089,Shoes,2,4549.16,0,254.16,Returning,Cash,Weekday,9098.32,508.32,9098.32,8590.00,94.41,Monday
INV1006365,16-05-2025,STR047,PRD0037,Clothing,4,2509.79,20,1956.42,Returning,Card,Weekday,10039.16,7825.68,8031.33,205.45,2.56,Friday
INV1006366,26-06-2024,STR008,PRD0078,Accessories,3,5350.97,10,984.95,New,Digital,Weekday,16052.91,2954.85,14447.62,11492.67,79.55,Wednesday
INV1006367,02-03-2025,STR011,PRD0083,Shoes,2,6288.45,10,1268.23,Returning,Card,Weekend,12576.90,2536.46,11319.21,8782.65,77.59,Sunday
INV1006368,29-10-2024,STR024,PRD0041,Accessories,5,3070.46,15,1312.92,Returning,Cash,Weekday,15352.30,6564.60,13049.46,6484.71,49.69,Tuesday
INV1006369,22-03-2025,STR008,PRD0026,Clothing,3,2394.57,0,838.35,Returning,Card,Weekend,7183.71,2515.05,7183.71,4668.66,64.99,Saturday
INV1006370,18-03-2025,STR018,PRD0087,Shoes,4,1557.07,20,2147.01,Returning,Card,Weekday,6228.28,8588.04,4982.62,-3605.62,-72.36,Tuesday
INV1006371,20-11-2023,STR049,PRD0046,Accessories,7,7474.56,20,583.18,Returning,Cash,Weekday,52321.92,4082.26,41857.54,37775.08,90.25,Monday
INV1006372,09-05-2024,STR032,PRD0111,Shoes,3,3462.09,5,1740.15,Returning,Card,Weekday,10386.27,5220.45,9866.96,4646.46,47.09,Thursday
INV1006373,22-03-2024,STR029,PRD0019,Clothing,3,1650.67,25,1489.83,Returning,Card,Weekday,4952.01,4469.49,3714.01,-755.73,-20.35,Friday
INV1006374,05-05-2024,STR019,PRD0084,Shoes,1,7190.92,5,2092.40,Returning,Digital,Weekend,7190.92,2092.40,6831.37,4738.92,69.37,Sunday
INV1006375,11-01-2024,STR023,PRD0092,Shoes,2,6607.32,20,1226.89,Returning,Card,Weekday,13214.64,2453.78,10571.71,8117.73,76.79,Thursday
INV1006376,25-12-2023,STR046,PRD0078,Accessories,9,4880.02,10,1142.45,Returning,Card,Weekday,43920.18,10282.05,39528.16,29246.01,73.99,Monday
INV1006377,28-03-2024,STR009,PRD0055,Accessories,1,8415.30,0,1547.01,New,Digital,Weekday,8415.30,1547.01,8415.30,6868.29,81.62,Thursday
INV1006378,13-12-2023,STR037,PRD0081,Shoes,3,5118.21,5,1046.98,Returning,Card,Weekday,15354.63,3140.94,14586.90,11445.91,78.47,Wednesday
INV1006379,04-12-2023,STR045,PRD0042,Accessories,3,7907.15,0,174.60,Returning,Digital,Weekday,23721.45,523.80,23721.45,23197.65,97.79,Monday
INV1006380,19-01-2024,STR001,PRD0115,Shoes,2,3573.76,0,1480.21,Returning,Digital,Weekday,7147.52,2960.42,7147.52,4187.10,58.58,Friday
INV1006381,27-02-2024,STR040,PRD0081,Shoes,4,3416.00,5,1138.99,New,Card,Weekday,13664.00,4555.96,12980.80,8424.79,64.90,Tuesday
INV1006382,05-02-2024,STR034,PRD0040,Clothing,4,2630.48,10,1168.92,Returning,Digital,Weekday,10521.92,4675.68,9469.73,4793.95,50.62,Monday
INV1006383,27-10-2025,STR021,PRD0096,Shoes,5,1261.40,10,758.73,Returning,Cash,Weekday,6307.00,3793.65,5676.30,1882.55,33.17,Monday
INV1006384,08-06-2025,STR030,PRD0001,Clothing,4,682.40,15,1291.31,Returning,Card,Weekend,2729.60,5165.24,2320.16,-2845.23,-122.63,Sunday
INV1006385,11-10-2025,STR046,PRD0063,Accessories,3,7383.87,0,1153.36,New,Card,Weekend,22151.61,3460.08,22151.61,18691.53,84.38,Saturday
INV1006386,15-09-2025,STR045,PRD0045,Accessories,2,8351.53,5,284.70,Returning,Cash,Weekday,16703.06,569.40,15867.91,15298.46,96.41,Monday
INV1006387,02-05-2024,STR013,PRD0107,Shoes,3,847.43,10,340.95,New,Cash,Weekday,2542.29,1022.85,2288.06,1265.11,55.29,Thursday
INV1006388,24-07-2024,STR027,PRD0084,Shoes,3,3882.89,25,1568.92,Returning,Card,Weekday,11648.67,4706.76,8736.50,4029.49,46.12,Wednesday
INV1006389,04-10-2025,STR006,PRD0093,Shoes,5,6995.26,5,1400.53,New,Digital,Weekend,34976.30,7002.65,33227.49,26224.79,78.92,Saturday
INV1006390,21-09-2025,STR044,PRD0001,Clothing,3,1294.89,5,1216.04,New,Card,Weekend,3884.67,3648.12,3690.44,42.27,1.15,Sunday
INV1006391,11-05-2025,STR041,PRD0114,Shoes,3,1960.52,0,482.22,New,Digital,Weekend,5881.56,1446.66,5881.56,4434.90,75.40,Sunday
INV1006392,19-01-2025,STR042,PRD0024,Clothing,1,2052.27,5,400.35,Returning,Cash,Weekend,2052.27,400.35,1949.66,1549.26,79.46,Sunday
INV1006393,04-09-2025,STR009,PRD0055,Accessories,1,771.67,0,1101.48,Returning,Cash,Weekday,771.67,1101.48,771.67,-329.81,-42.74,Thursday
INV1006394,17-06-2025,STR002,PRD0062,Accessories,5,2360.79,15,1329.84,Returning,Cash,Weekday,11803.95,6649.20,10033.36,3384.01,33.73,Tuesday
INV1006395,18-01-2025,STR009,PRD0034,Clothing,2,3314.95,15,2140.99,New,Digital,Weekend,6629.90,4281.98,5635.42,1353.29,24.01,Saturday
INV1006396,09-11-2025,STR018,PRD0043,Accessories,7,2031.20,10,610.53,Returning,Digital,Weekend,14218.40,4273.71,12796.56,8522.75,66.60,Sunday
INV1006397,25-03-2024,STR008,PRD0042,Accessories,3,5193.15,0,187.86,Returning,Digital,Weekday,15579.45,563.58,15579.45,15015.87,96.38,Monday
INV1006398,05-11-2024,STR002,PRD0086,Shoes,3,5840.98,15,435.54,Returning,Card,Weekday,17522.94,1306.62,14894.50,13587.73,91.23,Tuesday
INV1006399,01-01-2024,STR049,PRD0043,Accessories,5,881.71,0,537.55,New,Cash,Weekday,4408.55,2687.75,4408.55,1720.80,39.03,Monday
INV1006400,10-03-2024,STR040,PRD0076,Accessories,2,1218.59,0,887.52,Returning,Card,Weekend,2437.18,1775.04,2437.18,662.14,27.17,Sunday
INV1006401,09-04-2025,STR017,PRD0049,Accessories,5,7131.35,30,1308.68,New,Card,Weekday,35656.75,6543.40,24959.73,18416.03,73.78,Wednesday
INV1006402,02-11-2024,STR036,PRD0030,Clothing,5,4071.98,10,1145.24,Returning,Digital,Weekend,20359.90,5726.20,18323.91,12597.61,68.75,Saturday
INV1006403,14-08-2025,STR048,PRD0024,Clothing,3,1855.29,10,453.51,New,Cash,Weekday,5565.87,1360.53,5009.28,3648.65,72.84,Thursday
INV1006404,04-07-2025,STR013,PRD0094,Shoes,2,5555.65,0,832.77,Returning,Card,Weekday,11111.30,1665.54,11111.30,9445.76,85.01,Friday
INV1006405,26-12-2023,STR027,PRD0025,Clothing,7,4634.32,15,1824.41,Returning,Cash,Weekday,32440.24,12770.87,27574.20,14803.18,53.68,Tuesday
INV1006406,14-12-2023,STR035,PRD0048,Accessories,5,3697.25,5,621.91,Returning,Digital,Weekday,18486.25,3109.55,17561.94,14452.34,82.29,Thursday
INV1006407,04-03-2024,STR009,PRD0060,Accessories,2,991.78,10,936.20,Returning,Cash,Weekday,1983.56,1872.40,1785.20,-87.30,-4.89,Monday
INV1006408,18-06-2025,STR002,PRD0061,Accessories,1,2305.52,0,2141.75,Returning,Cash,Weekday,2305.52,2141.75,2305.52,163.77,7.10,Wednesday
INV1006409,13-03-2025,STR040,PRD0107,Shoes,3,7702.24,0,316.49,Returning,Card,Weekday,23106.72,949.47,23106.72,22157.25,95.89,Thursday
INV1006410,10-10-2024,STR008,PRD0114,Shoes,7,3887.91,15,351.67,Returning,Cash,Weekday,27215.37,2461.69,23133.06,20671.22,89.36,Thursday
INV1006411,16-07-2025,STR034,PRD0013,Clothing,2,1663.34,0,176.08,Returning,Cash,Weekday,3326.68,352.16,3326.68,2974.52,89.41,Wednesday
INV1006412,27-02-2024,STR026,PRD0023,Clothing,5,2363.28,20,661.88,Returning,Cash,Weekday,11816.40,3309.40,9453.12,6143.52,64.99,Tuesday
INV1006413,26-09-2024,STR015,PRD0025,Clothing,2,1756.84,10,2072.65,Returning,Card,Weekday,3513.68,4145.30,3162.31,-983.09,-31.09,Thursday
INV1006414,19-02-2024,STR040,PRD0021,Clothing,5,2579.68,10,1612.13,New,Digital,Weekday,12898.40,8060.65,11608.56,3547.81,30.56,Monday
INV1006415,10-10-2025,STR002,PRD0008,Clothing,5,864.02,0,223.22,New,Digital,Weekday,4320.10,1116.10,4320.10,3204.00,74.16,Friday
INV1006416,07-09-2025,STR031,PRD0085,Shoes,7,5160.72,10,845.54,Returning,Cash,Weekend,36125.04,5918.78,32512.54,26593.66,81.80,Sunday
INV1006417,09-06-2025,STR004,PRD0100,Shoes,2,4044.92,15,1716.01,Returning,Cash,Weekday,8089.84,3432.02,6876.36,3444.19,50.09,Monday
INV1006418,25-08-2024,STR027,PRD0024,Clothing,7,3350.28,30,320.43,Returning,Card,Weekend,23451.96,2243.01,16416.37,14173.06,86.33,Sunday
INV1006419,25-05-2024,STR001,PRD0054,Accessories,5,5313.93,15,1523.49,Returning,Digital,Weekend,26569.65,7617.45,22584.20,14966.60,66.27,Saturday
INV1006420,14-06-2025,STR034,PRD0099,Shoes,4,6203.83,5,1910.15,New,Digital,Weekend,24815.32,7640.60,23574.55,15933.90,67.59,Saturday
INV1006421,16-10-2025,STR038,PRD0004,Clothing,4,1280.11,0,475.51,Returning,Cash,Weekday,5120.44,1902.04,5120.44,3218.40,62.85,Thursday
INV1006422,05-12-2023,STR032,PRD0073,Accessories,2,6441.14,0,1949.54,New,Card,Weekday,12882.28,3899.08,12882.28,8983.20,69.73,Tuesday
INV1006423,20-02-2025,STR022,PRD0016,Clothing,4,4315.72,5,1147.59,Returning,Card,Weekday,17262.88,4590.36,16399.74,11809.33,72.01,Thursday
INV1006424,16-09-2024,STR011,PRD0027,Clothing,4,870.71,25,307.18,New,Card,Weekday,3482.84,1228.72,2612.13,1383.16,52.95,Monday
INV1006425,14-11-2025,STR025,PRD0046,Accessories,4,802.24,0,611.92,Returning,Cash,Weekday,3208.96,2447.68,3208.96,761.28,23.72,Friday
INV1006426,14-04-2024,STR033,PRD0020,Clothing,4,2462.86,0,96.38,Returning,Digital,Weekend,9851.44,385.52,9851.44,9465.92,96.09,Sunday
INV1006427,29-01-2025,STR026,PRD0110,Shoes,6,2049.44,20,1899.83,Returning,Card,Weekday,12296.64,11398.98,9837.31,-1561.87,-15.88,Wednesday
INV1006428,27-07-2025,STR044,PRD0060,Accessories,2,1308.60,5,905.17,New,Cash,Weekend,2617.20,1810.34,2486.34,675.95,27.19,Sunday
INV1006429,22-02-2025,STR039,PRD0060,Accessories,7,2673.51,15,769.32,Returning,Cash,Weekend,18714.57,5385.24,15907.38,10521.99,66.15,Saturday
INV1006430,30-08-2025,STR043,PRD0027,Clothing,4,1037.50,0,259.27,New,Digital,Weekend,4150.00,1037.08,4150.00,3112.92,75.01,Saturday
INV1006431,25-10-2025,STR022,PRD0109,Shoes,4,4101.58,0,1118.47,Returning,Card,Weekend,16406.32,4473.88,16406.32,11932.44,72.73,Saturday
INV1006432,23-07-2024,STR033,PRD0065,Accessories,4,1131.99,20,1893.72,Returning,Card,Weekday,4527.96,7574.88,3622.37,-3952.71,-109.12,Tuesday
INV1006433,25-10-2025,STR042,PRD0090,Shoes,3,4044.82,0,161.64,Returning,Card,Weekend,12134.46,484.92,12134.46,11649.54,96.00,Saturday
INV1006434,19-01-2024,STR031,PRD0069,Accessories,2,1847.80,5,793.60,Returning,Cash,Weekday,3695.60,1587.20,3510.82,1923.57,54.79,Friday
INV1006435,25-10-2025,STR014,PRD0036,Clothing,6,776.42,5,1326.47,New,Card,Weekend,4658.52,7958.82,4425.59,-3533.28,-79.84,Saturday
INV1006436,29-07-2024,STR007,PRD0063,Accessories,4,3343.95,10,1128.88,New,Cash,Weekday,13375.80,4515.52,12038.22,7522.60,62.49,Monday
INV1006437,03-05-2024,STR048,PRD0065,Accessories,2,964.74,5,1649.77,Returning,Cash,Weekday,1929.48,3299.54,1833.01,-1466.58,-80.01,Friday
INV1006438,23-11-2023,STR047,PRD0088,Shoes,3,3628.30,0,1233.87,Returning,Card,Weekday,10884.90,3701.61,10884.90,7183.29,65.99,Thursday
INV1006439,07-08-2025,STR009,PRD0018,Clothing,1,1679.80,5,1424.60,Returning,Card,Weekday,1679.80,1424.60,1595.81,171.16,10.73,Thursday
INV1006440,13-12-2023,STR031,PRD0083,Shoes,5,5702.88,0,989.70,New,Cash,Weekday,28514.40,4948.50,28514.40,23565.90,82.65,Wednesday
INV1006441,23-12-2024,STR008,PRD0041,Accessories,5,7618.14,25,1212.08,Returning,Card,Weekday,38090.70,6060.40,28568.03,22507.38,78.79,Monday
INV1006442,29-11-2024,STR028,PRD0108,Shoes,5,7036.33,20,902.45,Returning,Digital,Weekday,35181.65,4512.25,28145.32,23632.87,83.97,Friday
INV1006443,10-07-2025,STR038,PRD0011,Clothing,2,3400.41,5,456.66,New,Card,Weekday,6800.82,913.32,6460.78,5547.41,85.86,Thursday
INV1006444,08-06-2025,STR005,PRD0021,Clothing,3,4205.35,0,1763.35,Returning,Card,Weekend,12616.05,5290.05,12616.05,7326.00,58.07,Sunday
INV1006445,05-10-2025,STR021,PRD0046,Accessories,5,4899.71,10,621.91,Returning,Card,Weekend,24498.55,3109.55,22048.70,18939.05,85.90,Sunday
INV1006446,18-07-2025,STR016,PRD0075,Accessories,1,9826.44,0,1359.04,New,Digital,Weekday,9826.44,1359.04,9826.44,8467.40,86.17,Friday
INV1006447,07-12-2023,STR011,PRD0074,Accessories,2,4676.60,0,693.91,Returning,Cash,Weekday,9353.20,1387.82,9353.20,7965.38,85.16,Thursday
INV1006448,16-07-2025,STR042,PRD0092,Shoes,2,2438.07,5,1243.98,New,Cash,Weekday,4876.14,2487.96,4632.33,2144.32,46.29,Wednesday
INV1006449,11-09-2024,STR028,PRD0061,Accessories,1,4968.55,0,1818.82,Returning,Card,Weekday,4968.55,1818.82,4968.55,3149.73,63.39,Wednesday
INV1006450,26-05-2025,STR022,PRD0110,Shoes,3,3432.27,25,1962.45,Returning,Card,Weekday,10296.81,5887.35,7722.61,1835.01,23.76,Monday
INV1006451,23-02-2024,STR003,PRD0034,Clothing,4,810.65,20,2129.05,New,Digital,Weekday,3242.60,8516.20,2594.08,-5922.32,-228.30,Friday
INV1006452,16-06-2025,STR038,PRD0108,Shoes,2,6798.86,0,841.48,New,Digital,Weekday,13597.72,1682.96,13597.72,11914.76,87.62,Monday
INV1006453,18-10-2025,STR018,PRD0064,Accessories,6,689.08,0,1126.84,Returning,Card,Weekend,4134.48,6761.04,4134.48,-2626.56,-63.53,Saturday
INV1006454,19-02-2024,STR008,PRD0022,Clothing,3,723.42,25,1392.80,Returning,Card,Weekday,2170.26,4178.40,1627.70,-2550.96,-156.72,Monday
INV1006455,31-10-2025,STR016,PRD0080,Accessories,2,6454.13,5,562.68,Returning,Card,Weekday,12908.26,1125.36,12262.85,11137.44,90.82,Friday
INV1006456,03-11-2024,STR035,PRD0029,Clothing,5,3098.90,10,1745.12,Returning,Card,Weekend,15494.50,8725.60,13945.05,5219.35,37.43,Sunday
INV1006457,20-10-2025,STR046,PRD0040,Clothing,3,2807.30,15,1089.56,Returning,Card,Weekday,8421.90,3268.68,7158.62,3889.79,54.34,Monday
INV1006458,25-01-2025,STR015,PRD0093,Shoes,3,2741.17,10,1574.03,Returning,Cash,Weekend,8223.51,4722.09,7401.16,2678.97,36.20,Saturday
INV1006459,25-11-2023,STR005,PRD0004,Clothing,4,3922.60,5,502.36,New,Cash,Weekend,15690.40,2009.44,14905.88,12896.39,86.52,Saturday
INV1006460,23-12-2024,STR026,PRD0009,Clothing,5,2298.45,0,831.94,Returning,Card,Weekday,11492.25,4159.70,11492.25,7332.55,63.80,Monday
INV1006461,27-02-2025,STR011,PRD0106,Shoes,2,3027.39,0,1422.38,Returning,Cash,Weekday,6054.78,2844.76,6054.78,3210.02,53.02,Thursday
INV1006462,31-03-2025,STR029,PRD0071,Accessories,6,1416.70,25,419.45,Returning,Cash,Weekday,8500.20,2516.70,6375.15,3858.20,60.52,Monday
INV1006463,12-07-2025,STR032,PRD0077,Accessories,1,9286.33,0,1956.63,Returning,Card,Weekend,9286.33,1956.63,9286.33,7329.70,78.93,Saturday
INV1006464,31-08-2024,STR008,PRD0094,Shoes,3,7286.95,25,958.36,Returning,Cash,Weekend,21860.85,2875.08,16395.64,13520.31,82.46,Saturday
INV1006465,09-05-2024,STR025,PRD0022,Clothing,2,2914.67,0,1555.99,Returning,Digital,Weekday,5829.34,3111.98,5829.34,2717.36,46.62,Thursday
INV1006466,19-07-2025,STR041,PRD0109,Shoes,4,2333.26,25,914.75,Returning,Cash,Weekend,9333.04,3659.00,6999.78,3340.53,47.72,Saturday
INV1006467,17-04-2025,STR009,PRD0021,Clothing,3,4562.63,5,1491.80,New,Card,Weekday,13687.89,4475.40,13003.50,8528.05,65.58,Thursday
INV1006468,23-10-2025,STR016,PRD0021,Clothing,4,3347.41,20,1333.55,New,Card,Weekday,13389.64,5334.20,10711.71,5377.31,50.20,Thursday
INV1006469,17-11-2024,STR025,PRD0013,Clothing,9,2745.05,30,173.86,Returning,Cash,Weekend,24705.45,1564.74,17293.82,15728.78,90.95,Sunday
INV1006470,01-05-2025,STR040,PRD0105,Shoes,5,6596.86,10,680.24,Returning,Digital,Weekday,32984.30,3401.20,29685.87,26284.57,88.54,Thursday
INV1006471,12-03-2024,STR010,PRD0037,Clothing,1,3792.06,0,1919.41,Returning,Digital,Weekday,3792.06,1919.41,3792.06,1872.65,49.38,Tuesday
INV1006472,02-11-2025,STR023,PRD0104,Shoes,1,5137.97,0,1062.22,Returning,Card,Weekend,5137.97,1062.22,5137.97,4075.75,79.33,Sunday
INV1006473,16-02-2025,STR002,PRD0106,Shoes,3,6479.85,0,1147.14,Returning,Card,Weekend,19439.55,3441.42,19439.55,15998.13,82.30,Sunday
INV1006474,13-04-2024,STR050,PRD0095,Shoes,5,5077.40,10,201.64,Returning,Card,Weekend,25387.00,1008.20,22848.30,21840.00,95.59,Saturday
INV1006475,06-08-2024,STR028,PRD0072,Accessories,1,2125.12,0,2112.56,Returning,Card,Weekday,2125.12,2112.56,2125.12,12.56,0.59,Tuesday
INV1006476,08-04-2025,STR045,PRD0058,Accessories,3,6487.73,20,1693.02,New,Card,Weekday,19463.19,5079.06,15570.55,10491.29,67.38,Tuesday
INV1006477,15-03-2024,STR005,PRD0014,Clothing,2,4392.46,0,568.51,New,Digital,Weekday,8784.92,1137.02,8784.92,7647.90,87.06,Friday
INV1006478,15-02-2025,STR045,PRD0096,Shoes,3,5230.74,0,806.86,New,Card,Weekend,15692.22,2420.58,15692.22,13271.64,84.57,Saturday
INV1006479,28-11-2024,STR035,PRD0029,Clothing,6,4587.20,0,1908.12,New,Cash,Weekday,27523.20,11448.72,27523.20,16074.48,58.40,Thursday
INV1006480,26-07-2024,STR049,PRD0071,Accessories,1,3259.32,0,553.13,New,Cash,Weekday,3259.32,553.13,3259.32,2706.19,83.03,Friday
INV1006481,20-09-2025,STR013,PRD0106,Shoes,2,5565.53,10,1066.72,Returning,Card,Weekend,11131.06,2133.44,10017.95,7884.41,78.70,Saturday
INV1006482,31-12-2023,STR035,PRD0023,Clothing,10,4325.05,15,785.51,New,Digital,Weekend,43250.50,7855.10,36762.93,28907.68,78.63,Sunday
INV1006483,26-05-2025,STR002,PRD0080,Accessories,1,6338.05,0,548.84,Returning,Digital,Weekday,6338.05,548.84,6338.05,5789.21,91.34,Monday
INV1006484,29-02-2024,STR033,PRD0110,Shoes,4,4061.65,5,2259.60,Returning,Digital,Weekday,16246.60,9038.40,15434.27,6395.82,41.44,Thursday
INV1006485,15-09-2025,STR006,PRD0003,Clothing,1,1079.19,0,731.09,Returning,Digital,Weekday,1079.19,731.09,1079.19,348.10,32.26,Monday
INV1006486,22-12-2024,STR016,PRD0019,Clothing,7,4701.43,0,1552.16,Returning,Card,Weekend,32910.01,10865.12,32910.01,22044.89,66.99,Sunday
INV1006487,04-12-2023,STR004,PRD0090,Shoes,4,7466.64,10,215.58,New,Card,Weekday,29866.56,862.32,26879.90,26017.48,96.79,Monday
INV1006488,14-06-2025,STR026,PRD0108,Shoes,4,7756.90,0,767.06,Returning,Digital,Weekend,31027.60,3068.24,31027.60,27959.36,90.11,Saturday
INV1006489,05-10-2025,STR022,PRD0012,Clothing,5,4975.93,15,1011.55,New,Card,Weekend,24879.65,5057.75,21147.70,16089.80,76.08,Sunday
INV1006490,13-01-2024,STR024,PRD0077,Accessories,3,4882.29,5,1581.35,New,Cash,Weekend,14646.87,4744.05,13914.53,9170.43,65.91,Saturday
INV1006491,17-05-2025,STR027,PRD0006,Clothing,3,3842.88,5,1567.07,Returning,Cash,Weekend,11528.64,4701.21,10952.21,6250.95,57.07,Saturday
INV1006492,11-12-2023,STR045,PRD0035,Clothing,6,3288.34,20,735.71,Returning,Card,Weekday,19730.04,4414.26,15784.03,11369.57,72.03,Monday
INV1006493,21-07-2024,STR048,PRD0035,Clothing,3,1225.82,15,942.82,New,Cash,Weekend,3677.46,2828.46,3125.84,297.23,9.51,Sunday
INV1006494,15-06-2025,STR043,PRD0080,Accessories,6,9093.50,30,488.60,Returning,Cash,Weekend,54561.00,2931.60,38192.70,35260.80,92.32,Sunday
INV1006495,29-02-2024,STR048,PRD0105,Shoes,4,5408.29,25,495.10,Returning,Card,Weekday,21633.16,1980.40,16224.87,14244.22,87.79,Thursday
INV1006496,11-10-2025,STR033,PRD0039,Clothing,5,3035.17,0,1859.75,Returning,Digital,Weekend,15175.85,9298.75,15175.85,5877.10,38.73,Saturday
INV1006497,04-03-2024,STR044,PRD0052,Accessories,4,8485.40,15,483.47,Returning,Card,Weekday,33941.60,1933.88,28850.36,26916.33,93.30,Monday
INV1006498,31-08-2024,STR005,PRD0077,Accessories,3,7354.71,10,2050.79,Returning,Digital,Weekend,22064.13,6152.37,19857.72,13705.25,69.02,Saturday
INV1006499,30-10-2025,STR011,PRD0061,Accessories,5,1071.02,5,2287.95,New,Digital,Weekday,5355.10,11439.75,5087.35,-6352.46,-124.87,Thursday
